class_name,pageid,title,url,local_path,width,height,mime,license_short,license_url,artist,credit,attribution_required,usage_terms,download_ok
hamburger,61661498,"File:Hamburger and cooking table, Manizales, Colombia (Unsplash).jpg",https://upload.wikimedia.org/wikipedia/commons/7/7c/Hamburger_and_cooking_table%2C_Manizales%2C_Colombia_%28Unsplash%29.jpg,data/wild_images/hamburger/61661498_d375d1ab82.jpg,3226,4044,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"Pablo Merchán Montes <a rel=""nofollow"" class=""external text"" href=""https://unsplash.com/@pablomerchanm"">pablomerchanm</a>","<p><a rel=""nofollow"" class=""external free"" href=""https://unsplash.com/photos/dc_JMu8lb5U"">https://unsplash.com/photos/dc_JMu8lb5U</a>
<bdi lang=""en"" dir=""ltr"" title=""archived on 24 April 2017 at the Wayback Machine""><a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20170424142343/https%3A//images.unsplash.com/photo-1491960693564-421771d727d6"">Image</a> at the <span lang=""en"" dir=""ltr""><a href=""https://en.wikipedia.org/wiki/Wayback_Machine"" class=""extiw"" title=""en:Wayback Machine""><span lang=""en"" dir=""ltr"">Wayback Machine</span></a></span></bdi>
</p>
<bdi lang=""en"" dir=""ltr"" title=""archived on 24 April 2017 at the Wayback Machine""><a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20170424142331/https%3A//unsplash.com/photos/dc_JMu8lb5U"">Gallery</a> at the <span lang=""en"" dir=""ltr""><a href=""https://en.wikipedia.org/wiki/Wayback_Machine"" class=""extiw"" title=""en:Wayback Machine""><span lang=""en"" dir=""ltr"">Wayback Machine</span></a></span></bdi>",false,"Creative Commons Zero, Public Domain Dedication",True
hamburger,61665622,File:Hamburger with a beer (Unsplash).jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Hamburger_with_a_beer_%28Unsplash%29.jpg,data/wild_images/hamburger/61665622_1107ef3e65.jpg,2459,3673,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"Yanko Peyankov <a rel=""nofollow"" class=""external text"" href=""https://unsplash.com/@peyankov"">peyankov</a>","<p><a rel=""nofollow"" class=""external free"" href=""https://unsplash.com/photos/nJUuFfo79wI"">https://unsplash.com/photos/nJUuFfo79wI</a>
<bdi lang=""en"" dir=""ltr"" title=""archived on 2 July 2017 at the Wayback Machine""><a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20170702222359/https%3A//images.unsplash.com/photo-1448997999437-3cb667cf2085"">Image</a> at the <span lang=""en"" dir=""ltr""><a href=""https://en.wikipedia.org/wiki/Wayback_Machine"" class=""extiw"" title=""en:Wayback Machine""><span lang=""en"" dir=""ltr"">Wayback Machine</span></a></span></bdi>
</p>
<bdi lang=""en"" dir=""ltr"" title=""archived on 3 May 2017 at the Wayback Machine""><a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20170503024342/https%3A//unsplash.com/photos/nJUuFfo79wI"">Gallery</a> at the <span lang=""en"" dir=""ltr""><a href=""https://en.wikipedia.org/wiki/Wayback_Machine"" class=""extiw"" title=""en:Wayback Machine""><span lang=""en"" dir=""ltr"">Wayback Machine</span></a></span></bdi>",false,"Creative Commons Zero, Public Domain Dedication",True
hamburger,40967546,File:Skyscraper Veggie Burger.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/Skyscraper_Veggie_Burger.jpg,data/wild_images/hamburger/40967546_60fac456b5.jpg,2988,5312,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Sreevnit14&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Sreevnit14 (page does not exist)"">Sreevnit14</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
hamburger,84422198,File:American hamburger with bacon.jpg,https://upload.wikimedia.org/wikipedia/commons/1/13/American_hamburger_with_bacon.jpg,data/wild_images/hamburger/84422198_edd2bcb0a9.jpg,3421,2475,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Dariusz_Jemielniak_(%22pundit%22)&amp;action=edit&amp;redlink=1"" class=""new"" title='User:Dariusz Jemielniak (""pundit"") (page does not exist)'>Dariusz Jemielniak (""pundit"")</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
hamburger,161326991,File:Hamburger and French fries at Wanda's in August 2023.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Hamburger_and_French_fries_at_Wanda%27s_in_August_2023.jpg,data/wild_images/hamburger/161326991_1d720fa483.jpg,4608,3456,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:JIP&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:JIP (page does not exist)"">JIP</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
hamburger,158087379,File:Wrapped McDonald's Hamburger (2025).png,https://upload.wikimedia.org/wikipedia/commons/a/a9/Wrapped_McDonald%27s_Hamburger_%282025%29.png,data/wild_images/hamburger/158087379_813ed6c1ef.png,2930,2930,image/png,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Filippos_Fragkogiannis"" title=""User:Filippos Fragkogiannis"">Filippos Fragkogiannis</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
hamburger,737716,File:Whataburger hamburger and fries.jpg,https://upload.wikimedia.org/wikipedia/commons/0/09/Whataburger_hamburger_and_fries.jpg,data/wild_images/hamburger/737716_79bf79f552.jpg,2272,1704,image/jpeg,CC BY-SA 1.0,https://creativecommons.org/licenses/by-sa/1.0,"<a href=""//commons.wikimedia.org/wiki/User:Orgullomoore"" title=""User:Orgullomoore"">Kyle Moore</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 1.0,True
hamburger,115571847,File:Indian food and dishes 1.54.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0b/Indian_food_and_dishes_1.54.jpg,data/wild_images/hamburger/115571847_a5acf5eeb1.jpg,688,1280,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Wind_Hashira&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Wind Hashira (page does not exist)"">Wind Hashira</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
hamburger,88825315,File:Leckerer Burger als günstige Probiergröße.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Leckerer_Burger_als_g%C3%BCnstige_Probiergr%C3%B6%C3%9Fe.jpg,data/wild_images/hamburger/88825315_98030c4d87.jpg,2976,3968,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Waibel86&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Waibel86 (page does not exist)"">User:Waibel86</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
hamburger,45309081,File:A party tray of sliders at a restaurant.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/A_party_tray_of_sliders_at_a_restaurant.jpg,data/wild_images/hamburger/45309081_1f4f958fc0.jpg,5086,2907,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/34128007@N04"">Prayitno / Thank you for (8 millions +) views</a> from Los Angeles, USA","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/prayitnophotography/21623608403/"">Party Tray Slider</a>",true,Creative Commons Attribution 2.0,True
hamburger,87504784,File:Burger on Fire (49189215426).jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Burger_on_Fire_%2849189215426%29.jpg,data/wild_images/hamburger/87504784_fc19b28886.jpg,6000,4000,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/141324643@N05"">Theo Crazzolara</a>","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/theocrazzolara/49189215426/"">Burger on Fire</a>",true,Creative Commons Attribution 2.0,True
hamburger,57814309,"File:Beefburger - Bradleys Original Tea Hut at High Beach, Essex, England.jpg",https://upload.wikimedia.org/wikipedia/commons/d/df/Beefburger_-_Bradleys_Original_Tea_Hut_at_High_Beach%2C_Essex%2C_England.jpg,data/wild_images/hamburger/57814309_a19384bcdc.jpg,2500,2500,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Acabashi"" title=""User:Acabashi"">Acabashi</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
hamburger,8772938,File:Windows 7 Whopper - Burger King.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2a/Windows_7_Whopper_-_Burger_King.jpg,data/wild_images/hamburger/8772938_dce5399e2e.jpg,3264,2448,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/nofeel/"">philippe.charles9</a> on Flickr","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/nofeel/4106942084/"">Windows 7 Whopper</a> on Flickr",true,Creative Commons Attribution 2.0,True
hamburger,147734270,File:Hamburger v.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Hamburger_v.jpg,data/wild_images/hamburger/147734270_4965170bf1.jpg,1200,1600,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:IldaMe&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:IldaMe (page does not exist)"">IldaMe</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
hamburger,67964687,File:Marin Sun Farms Hamburger - Stierch - March 2018.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Marin_Sun_Farms_Hamburger_-_Stierch_-_March_2018.jpg,data/wild_images/hamburger/67964687_68d6dcba9a.jpg,1000,750,image/jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Missvain"" title=""User:Missvain"">Missvain</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution 4.0,True
hamburger,51439226,File:Lunch-fast-food-hamburger-bacon (24031285020).jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Lunch-fast-food-hamburger-bacon_%2824031285020%29.jpg,data/wild_images/hamburger/51439226_3e64078f47.jpg,4272,2848,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/137643065@N06"">www.Pixel.la Free Stock Photos</a>","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/137643065@N06/24031285020/"">lunch-fast-food-hamburger-bacon</a>",false,"Creative Commons Zero, Public Domain Dedication",True
hamburger,147147484,File:Burger au smoked meat.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d6/Burger_au_smoked_meat.jpg,data/wild_images/hamburger/147147484_002b0aabd0.jpg,4000,3000,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Fralambert"" title=""User:Fralambert"">Fralambert</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
hamburger,1283588,"File:McDonald's McChicken, cheeseburger and hamburger sandwiches, Japan.jpg",https://upload.wikimedia.org/wikipedia/commons/2/2d/McDonald%27s_McChicken%2C_cheeseburger_and_hamburger_sandwiches%2C_Japan.jpg,data/wild_images/hamburger/1283588_ba00bcc263.jpg,1582,391,image/jpeg,Public domain,,"No machine-readable author provided. <a href=""//commons.wikimedia.org/wiki/User:Kici"" title=""User:Kici"">Kici</a> assumed (based on copyright claims).",No machine-readable source provided. Own work assumed (based on copyright claims).,false,Public domain,True
hamburger,97990879,File:Hatch Green Chile Hamburger.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Hatch_Green_Chile_Hamburger.jpg,data/wild_images/hamburger/97990879_5b29fb5aa8.jpg,2587,1811,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Chitrapa"" title=""User:Chitrapa"">Chitrapa</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
pizza,92403116,File:HK food dinner Pizza Hut July 2020 SS2 01.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/HK_food_dinner_Pizza_Hut_July_2020_SS2_01.jpg,data/wild_images/pizza/92403116_1ed600f1a6.jpg,3096,4128,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Koraumh_Teonuye&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Koraumh Teonuye (page does not exist)"">Koraumh Teonuye</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
pizza,171215509,File:Joyride Pizza - July 2025 - Sarah Stierch 02.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f5/Joyride_Pizza_-_July_2025_-_Sarah_Stierch_02.jpg,data/wild_images/pizza/171215509_5015d8f400.jpg,3716,2787,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Missvain"" title=""User:Missvain"">Missvain</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
pizza,104990919,File:HK food Pizza Hut restaurant cheese product May 2021 SS2 03.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/HK_food_Pizza_Hut_restaurant_cheese_product_May_2021_SS2_03.jpg,data/wild_images/pizza/104990919_4c4afc29e2.jpg,4128,3096,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Ironhouse_oh_MEN"" title=""User:Ironhouse oh MEN"">Ironhouse oh MEN</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
pizza,156982874,File:Croccante Pizza - December 2024 - Sarah Stierch 02.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bb/Croccante_Pizza_-_December_2024_-_Sarah_Stierch_02.jpg,data/wild_images/pizza/156982874_ae2ff53473.jpg,4032,3024,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Missvain"" title=""User:Missvain"">Missvain</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
pizza,140567086,File:Azzip Pizza - November 2023 - Sarah Stierch 08.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Azzip_Pizza_-_November_2023_-_Sarah_Stierch_08.jpg,data/wild_images/pizza/140567086_ac1fd6d33c.jpg,4032,3024,image/jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Missvain"" title=""User:Missvain"">Missvain</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution 4.0,True
pizza,92403121,File:HK food dinner Pizza Hut July 2020 SS2 07.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2a/HK_food_dinner_Pizza_Hut_July_2020_SS2_07.jpg,data/wild_images/pizza/92403121_bc477e1b81.jpg,4128,3096,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Koraumh_Teonuye&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Koraumh Teonuye (page does not exist)"">Koraumh Teonuye</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
pizza,28023250,File:Pizza La Passione.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Pizza_La_Passione.jpg,data/wild_images/pizza/28023250_ae2ff0da96.jpg,3744,4369,image/jpeg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Nonnietang&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Nonnietang (page does not exist)"">Nonnietang</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 3.0,True
pizza,70249564,File:“Pizza is like the entire food pyramid!” ―Madeline Oles (22986043860).jpg,https://upload.wikimedia.org/wikipedia/commons/5/54/%E2%80%9CPizza_is_like_the_entire_food_pyramid%21%E2%80%9D_%E2%80%95Madeline_Oles_%2822986043860%29.jpg,data/wild_images/pizza/70249564_38a15f1318.jpg,3264,2448,image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/30760976@N04"">anokarina</a> from United States","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/anokarina/22986043860/"">“Pizza is like the entire food pyramid!” ―Madeline Oles 🍕</a>",true,Creative Commons Attribution-Share Alike 2.0,True
pizza,52257231,File:Pizza-balado.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/Pizza-balado.jpg,data/wild_images/pizza/52257231_a089e32e73.jpg,1280,960,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Lord_Mountbatten&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Lord Mountbatten (page does not exist)"">Lord Mountbatten</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
pizza,110769023,File:HK food 必勝客 Pizza Hut October 2021 SS2 08.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6b/HK_food_%E5%BF%85%E5%8B%9D%E5%AE%A2_Pizza_Hut_October_2021_SS2_08.jpg,data/wild_images/pizza/110769023_f98fa03bde.jpg,4128,3096,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:NALAUO_Faudsoum"" title=""User:NALAUO Faudsoum"">NALAUO Faudsoum</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
pizza,98227433,File:Pizza Hut slice.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Pizza_Hut_slice.jpg,data/wild_images/pizza/98227433_c9bb5e2b60.jpg,4608,3456,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:JIP&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:JIP (page does not exist)"">JIP</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
